,Region,Variables,R_2,Var_R,Random_seed
464,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9059559404200214,0.05727577777432469,14
465,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9254479858865284,0.03897241973940779,15
466,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9539422730266598,0.008815661940481445,16
467,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9335743425414587,0.03024340460957975,17
468,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8581132132054619,0.10430244846028125,18
469,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8823155624210084,0.08044156193143404,19
470,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9716095198083164,0.02134352334708922,20
471,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9385737993498298,0.027110096222406344,21
472,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9211208103184265,0.04044325605290944,22
473,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8841791741712441,0.08047781880063531,23
474,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9275965414787374,0.016192292021766086,24
475,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9297926947221358,0.035203456873191374,25
476,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.804165957883182,0.16043947976974515,26
477,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9413839088673676,0.00898910243091322,27
478,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9626979336381445,0.00018452599672247327,28
479,California,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9564977787308555,0.005647436114552984,29
480,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9099205574970359,0.012967643588559952,0
481,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9020054186909097,0.03168282747353757,1
482,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6722833001258587,0.09967555302343534,2
483,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7777059675120808,0.14944116462107104,3
484,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9021517337224889,0.008942086884605516,4
485,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8647608823695883,0.06539173197995962,5
486,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.18695862855476542,0.5033910657589348,6
487,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7412143268942513,0.19617387882837545,7
488,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.4906224094269156,0.20762695561858047,8
489,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9223030478404183,0.01354941181942293,9
490,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",-1.0364693322181537,0.9175554230228835,10
491,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8481781288714463,0.09146581631089112,11
492,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8954518207634689,0.036953043496654736,12
493,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8832665551797606,0.05537657529783091,13
494,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.1199205863502183,0.13589948318691947,14
495,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8760552875559674,0.05302463436680471,15
496,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.36009040772746626,0.13854305826647062,16
497,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.746004306752358,0.18614865851758433,17
498,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7815742144778313,0.13482495507957926,18
499,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.907863645088916,0.02864460439117278,19
500,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9176631308634162,0.004085767589795619,20
501,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8683708024891957,0.05957147645630256,21
502,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9037375767338842,0.006070965347775958,22
503,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8204807955222119,0.09255198151605881,23
504,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8024659880671159,0.13085046125002253,24
505,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7661509791060237,0.17454566231434454,25
506,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8205640696539787,0.11477347094142754,26
507,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8969797392587058,0.036985140978433195,27
508,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7365182389686175,0.0676496187934883,28
509,Charlotte,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7103935774122307,0.18069577620955624,29
510,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7705985370386383,0.07588509951945288,0
511,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6306760337917348,0.2860826560912255,1
512,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",-1.9165371294375824,2.5098464690686138,2
513,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6134013649021985,0.30346528600335065,3
514,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8812799160076529,0.006158234609219715,4
515,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.861610593873443,0.04601876838855068,5
516,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8443236044590321,0.05529606919318575,6
517,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9192571497657289,0.01825830255128691,7
518,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6615401662317979,0.1342819991144807,8
519,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8456803355556578,0.05771851398280525,9
520,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8727980610194326,0.024258964759014345,10
521,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.09953675916031302,0.822020161082599,11
522,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.2122992178651384,0.4542367123475042,12
523,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7903512974032237,0.09837159070287493,13
524,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.21100175330605664,0.4413153216143977,14
525,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6472308002942194,0.1019439161261142,15
526,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8457532845989306,0.05189978418168517,16
527,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7520695041732213,0.1586351974567053,17
528,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8636294586196164,0.024655006046503725,18
529,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.519222533385602,0.3703283378389246,19
530,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.795607048881571,0.0543735295196226,20
531,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6096380317165848,0.28085462819205353,21
532,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.417476907131509,0.38975138941135323,22
533,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8105491770644857,0.0982453770581122,23
534,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.46781619514927586,0.3928215857506223,24
535,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7743160754004559,0.12262170184398746,25
536,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6870448511427572,0.20200528511336568,26
537,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8284371574055869,0.07169629069950456,27
538,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7597367007554294,0.13410981311212566,28
539,Chicago,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.3844749977812968,0.09889528282830085,29
540,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8957097943666579,0.016551799660265876,0
541,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.887073177150878,0.004400243886777955,1
542,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8680240587282881,0.016760169455813156,2
543,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8853184990662821,0.027984302985181952,3
544,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7392152356458441,0.0843142031464168,4
545,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8608019033666909,0.003960920394194822,5
546,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6495418737881692,0.16458729647331638,6
547,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8995393895676119,0.008978874235496481,7
548,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8938673128492973,0.019671395207292885,8
549,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7686065328687373,0.14353137090165768,9
550,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7876491288307257,0.10322592116233109,10
551,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8591002973010367,0.05756890539573878,11
552,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8791610789346935,0.027638962529463518,12
553,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8533975207880515,0.05302615374358921,13
554,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7981042058529507,0.1141968000439414,14
555,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8748154244264592,0.032080205825934516,15
556,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7878910723761997,0.11948879542130275,16
557,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8368776599925057,0.07926791032414127,17
558,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8510668010575613,0.03927874781604501,18
559,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8536331612795373,0.05985673595565233,19
560,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8246870900723603,0.09326058994251352,20
561,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8641215950583233,0.048168800874647366,21
562,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8803808893366788,0.023014350988740273,22
563,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8549793268806578,0.060946770792967175,23
564,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9328905522873079,0.029709471672138887,24
565,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7787115490689227,0.14227312220802024,25
566,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8788317956110541,0.03347521756593452,26
567,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8579117607738183,0.033966402136877516,27
568,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7663174295936769,0.15203895983107618,28
569,CincinnatiDayton,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7433567378372081,0.06589209713663491,29
570,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7530462917338351,0.11984206019758725,0
571,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8197894970607096,0.05607668069268579,1
572,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.3172144621008395,0.49327158443862573,2
573,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.552195331494812,0.31200128413629613,3
574,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.41581898182694177,0.4150994938287793,4
575,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7583877196032838,0.10265175297191131,5
576,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.38160330137648424,0.3030148848398695,6
577,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8152298250988397,0.0629435530278537,7
578,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7806453093136851,0.09873929059655062,8
579,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8504976087515509,0.0254917429100614,9
580,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6761576717337222,0.21161575428467538,10
581,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7122712350809548,0.16107083505128483,11
582,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8689104161490373,0.004520294086512888,12
583,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8658294761521101,0.007048989220566848,13
584,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8062054677885152,0.07620360715934227,14
585,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7786173854008125,0.06891356808298332,15
586,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7104380212370651,0.17455824566343292,16
587,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8697993943640122,0.004596542456929864,17
588,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7488432546267787,0.13651527355144732,18
589,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8276140287274771,0.02684636294849474,19
590,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8563764523433888,0.021080783584458418,20
591,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8563964974198678,0.004572182582272988,21
592,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",-0.39923383298868576,0.21055101014710598,22
593,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.703799125486398,0.12458043019074516,23
594,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8239058996957852,0.10717287719431245,24
595,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.786086948482479,0.07318488632830722,25
596,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7169253623303768,0.15050984013876723,26
597,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7311925667573693,0.09262530329317809,27
598,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8354576686885007,0.04113414861873099,28
599,Columbus,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.5400748649951514,0.17145897269293975,29
600,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7482031054832009,0.0019461717089480635,0
601,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9696891801013201,0.017618366953569442,1
602,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9093024205069058,0.03323414427334204,2
603,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7902125495606517,0.12348410141773625,3
604,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.94982112682094,0.0013792499150929727,4
605,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.930551384774174,0.013762980741541808,5
606,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9169639142908409,0.03856658601887464,6
607,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8225594086436521,0.09424903249698346,7
608,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9372739969727907,0.018320565113059906,8
609,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9139543652806352,0.04146743521745655,9
610,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.13789558215145226,0.8093873238756791,10
611,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9493032712012075,0.0015049505576381073,11
612,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9324578230266117,0.0029719555779954554,12
613,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9560447948608449,0.017096684430821463,13
614,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8448212168576557,0.08327309781951608,14
615,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.94169740140131,0.011850328376309505,15
616,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.940473249169629,0.010876811607551495,16
617,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8241815554115461,0.13191535357144757,17
618,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.920187330366123,0.00030221254434215084,18
619,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8830376884668935,0.07538560642834347,19
620,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9214294102629361,0.03341488820859617,20
621,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8754471337002239,0.065915984921177,21
622,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9513180459090472,0.001757641774723151,22
623,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8506416564664566,0.07672128162916969,23
624,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.06574590020103266,0.8456831448292121,24
625,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8346639721338271,0.12624232578153405,25
626,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.885527218157683,0.06961219990706291,26
627,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9317237470147947,0.02475709263992798,27
628,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8740328469858052,0.09161405560297475,28
629,DallasFtWorth,"['Standard Volume', 'year', 'n_week', 'type_Bool']",-2.566945465980102,3.230273056141704,29
630,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6173776065926606,0.26387909026973677,0
631,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6565187630688072,0.12409950235822309,1
632,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8823481181149698,0.002881271977120292,2
633,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9090204736257136,0.03206116970245265,3
634,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7933921605627514,0.05913269320429859,4
635,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7354359679864751,0.13009725817262185,5
636,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6548706023781979,0.21779335361542496,6
637,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.3292446301051507,0.5626132144329286,7
638,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.569303699844687,0.3137058525591483,8
639,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.609023407305457,0.27791420603453865,9
640,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6381641790021553,0.223840788819322,10
641,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.769550555781924,0.117610247194878,11
642,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8530376871124445,0.01858604573000322,12
643,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8413692630371989,0.021824669472294667,13
644,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7479951830341454,0.1243751668198152,14
645,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8355978192959324,0.050458411419314286,15
646,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6724778139741148,0.2073250631889635,16
647,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.698371609290959,0.1982578985302521,17
648,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.02234707366615507,0.8505535206018964,18
649,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.600880846123772,0.28995026406711166,19
650,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7425373538134707,0.004151424058991049,20
651,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8000792972442414,0.04213575117995605,21
652,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8263278738624257,0.04136715571880323,22
653,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7711746072913559,0.11880119996501337,23
654,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7865978899869637,0.02340565258673144,24
655,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7369412155047756,0.13475687292036964,25
656,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.3600692514251497,0.5265325809045296,26
657,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9197162302501688,0.06405036098080052,27
658,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6833096563908018,0.0783553210290252,28
659,Denver,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8118682712818845,0.07632518781586706,29
660,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.612475644201893,0.2518841658659431,0
661,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.80149851661089,0.08282117564845703,1
662,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7980388497682783,0.07309903425362818,2
663,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8660152659023911,0.014843583749602707,3
664,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.5094638657521395,0.3759923965087255,4
665,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7804448128998435,0.07168042364318294,5
666,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8445032318792092,0.009500327346628534,6
667,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7841388989799486,0.09678515561168544,7
668,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7740861891070996,0.10644143090674452,8
669,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6848290648360843,0.1973017191208951,9
670,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8101852200766829,0.07884431319667906,10
671,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7862704764363753,0.04853361107482068,11
672,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.825094242923561,0.05744136661737631,12
673,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8601743765189246,0.02303037315170886,13
674,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7588759082692101,0.13325803779997591,14
675,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7494006071836066,0.12394612757789703,15
676,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7129130282468883,0.15991479536400444,16
677,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6952759851935828,0.16401584428383387,17
678,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.5357203102938997,0.3288910192122443,18
679,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8235870838724367,0.05910490390039669,19
680,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8124279784608079,0.07642014557795751,20
681,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7013443013176144,0.1498876104325937,21
682,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8140495036848924,0.07475414049705786,22
683,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7617686198737439,0.12577907751678385,23
684,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7077582911187297,0.1662553768945345,24
685,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6924794162246684,0.16824021511888565,25
686,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.685421625065679,0.19919682774489433,26
687,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8311370521546475,0.04096254656908738,27
688,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8648945212883049,0.0029070166023054123,28
689,Detroit,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7829594420799775,0.10786399103552569,29
690,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8236553193505924,0.006526037724813416,0
691,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.893427504254388,0.010343966332004517,1
692,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7453082782554747,0.13751061390528507,2
693,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6005556611140224,0.25065574483637243,3
694,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8323530402129695,0.03566351324104844,4
695,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7971925768385749,0.09638212949492586,5
696,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8170717192510543,0.0798040399774459,6
697,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8869043902168339,0.02047973190940533,7
698,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6358855061766568,0.16209127856825822,8
699,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7739019360649931,0.13954616798627195,9
700,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9216913438874159,0.05265358203184667,10
701,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.9031951125443565,0.00146324631347039,11
702,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",-0.031230459762920715,0.9510780028308394,12
703,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.42527963403995517,0.2729141741316683,13
704,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7637424936962809,0.1439655933258145,14
705,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8315824526818578,0.0761229794682795,15
706,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.6221049144702369,0.037392849561545205,16
707,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8579752665002002,0.04696122589227014,17
708,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.7077257200274618,0.19012841655256096,18
709,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.5812370924793295,0.288161393806286,19
710,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.8381928021403178,0.07344445791174892,20
711,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.4833998848305979,0.24982259315865696,21
712,GrandRapids,"['Standard Volume', 'year', 'n_week', 'type_Bool']",0.5119416862837309,0.36827633091442813,22
